输入文本,生成问题,参考问题,改写问题
"[['生命周期评估', '主要应用', '改善其环境问题决策提供支持']]",生 命 周 期 评 估 的 主 要 应 用 是 什 么 ？,谁知道生命周期评估主要应用于什么地方？,生命周期评估的主要应用是什么？
"[['DASEIN', '音译', '达赞']]",DaSEIN 的 音 译 是 什 么 ？,你知道DASEIN的音译是什么,请问DaSEIN的音译是什么？
"[['中国南极长城站', '展馆位置', '南极洲南设得兰群岛乔治王岛南端']]",中 国 南 极 长 城 站 在 哪 个 展 馆 ？,中国南极长城站位于哪里？,请问中国南极长城站位于哪个展馆？
"[['我和僵尸有个约会（1998年万绮雯主演僵尸题材电视剧）', '制作统筹', '张嘉明']]",我 和 僵 尸 有 个 约 会 的 制 作 统 筹 是 谁 ？,谁知道我和僵尸有个约会的制作统筹是谁？,请问《我和僵尸有个约会》（1998年万绮雯主演的僵尸题材电视剧）的制作统筹是谁？
"[['AI驱动器', '制造者', '泽神玲奈']]",谁 是 AI 驱 动 器 的 制 造 者 ？,AI驱动器是谁制造的,请问 AI 驱动器的制造者是谁？
"[['核反应堆厂房', '阐述', '核电站主工艺厂房的外部屏蔽结构']]",请 问 核 反 应 堆 厂 房 是 什 么 意 思 ？,你会怎么阐述核反应堆厂房？,请问核反应堆厂房的外部屏蔽结构是什么意思？
"[['上官策（小说《诛仙》里的人物）', '师兄', '云易岚']]",你 知 道 上 官 策 的 师 兄 是 谁 吗 ？,谁是上官策的师兄啊,上官策的师兄是谁？
"[['AURORA（挪威女歌手）', '经纪人', 'Geir Luedy']]",你 知 道 AuRORA 的 经 纪 人 是 谁 吗 ？,AURORA的经纪人是谁呀,AURORA（挪威女歌手）的经纪人是谁？
"[['Yangpa', 'Instagram', 'officialyangpa']]",Yangpa 的 instagram 名 字 是 什 么 ？,你知道Yangpa的Ins吗,请问Yangpa的Instagram账号名是什么？
"[['万剑锋', '女婿', '李怡']]",请 问 万 剑 锋 的 女 婿 是 谁 ？,有谁知道万剑锋的女婿是哪个人,请问万剑锋的女婿是谁？
"[['4399手机游戏网', 'ICP备案号', '闽B2-20040099-3']]",你 知 道 4399 手 机 游 戏 网 的 备 案 号 是 多 少 吗 ？,你知道4399手机游戏网的ICP备案号吗,请问4399手机游戏网的备案号是多少？
"[['上官梅儿', '婆婆', '王恭妃']]",请 问 上 官 梅 儿 的 婆 婆 是 谁 ？,上官梅儿的婆婆是谁,上官梅儿的婆婆是谁？
"[['三剑客（美国1922年马克思·林德执导电影）', '胶片长度', '1493 m(5 reels)']]",三 剑 客 的 胶 片 有 多 长 ？,三剑客的胶片长度是多少,请问三剑客的胶片长度是多少？
"[['皂荚属', '引种状况', '非引种']]",你 知 道 皂 荚 属 的 引 种 状 况 吗 ？,你知道皂荚属是哪种引种状况吗？,请问皂荚属是否被引种过？
"[['Audioslave（美国男子乐队）', '吉他手', '汤姆·莫瑞洛（Tom Morello）']]",Audioslave 的 吉 他 手 是 谁 ？,Audioslave的吉他手是哪个,你知道 Audioslave 的吉他手是谁吗？
"[['丁乘风', '女婿', '叶开']]",请 问 丁 乘 风 的 女 婿 是 谁 ？,丁乘风的女婿是谁,丁乘风的岳父是谁？
"[['卡彭特（英格兰足球运动员）', '现效力球队', '巴内特']]",卡 彭 特 现 在 在 哪 个 球 队 工 作 ？,我很好奇卡彭特现在在哪个球队？,请问卡彭特现在效力于哪个球队？
"[['陈钥', '注册编号', 'A192486']]",陈 钥 的 注 册 编 号 是 什 么 ？,请问陈钥的注册编号是多少？,请问陈钥的注册编号是多少？
"[['佩皮尼昂机场', '三字代码', 'PGF']]",请 问 佩 皮 尼 昂 机 场 的 三 字 代 码 是 什 么 ？,佩皮尼昂机场的三字代码是什么？,佩皮尼昂机场的三字代码是什么？
"[['EMCC（欧洲导师与教练协会）', '登记单位', '比利时注册']]",EMCC 的 登 记 单 位 是 什 么 ？,EMCC的登记单位在那,EMCC 是在哪个国家注册的？
"[['w-inds.', '师兄', 'DA PUMP']]",谁 是 w - inds. 的 师 兄 ？,w-inds.的师兄是哪个,w-inds. 的 师 兄 是谁？
"[['酹江亭', '建筑时间', '明代']]",你 知 道 酹 江 亭 是 什 么 时 候 修 建 的 吗 ？,酹江亭是什么时候开工和完成的？,请问酹江亭是在什么时候修建的呢？
"[['三亚市图书馆', '现任馆长', '周翔']]",三 亚 市 图 书 馆 现 在 的 馆 长 叫 什 么 名 字 ？,三亚市图书馆现在谁是馆长,请问三亚市图书馆的现任馆长是谁？
"[['䨻', 'UniCode', '4A3B']]",皇 的 代 码 是 什 么 ？,䨻的UniCode编码是什么,请问䨻的Unicode代码是什么？
"[['Carla（Selep创作歌曲）', '绘师', '優木きら']]",谁 是 Carla 的 绘 师 ？,谁是Carla的绘师,请问 Carla 的绘师是谁？
"[['Clara Oswald', '人种', '人类']]",你 知 道 Clara Oswald 是 什 么 种 的 人 吗 ？,Clara Oswald是什么人种,Clara Oswald 属于哪个人种？
"[['帕甘岛', '陆地面积', '49平方公里']]",帕 甘 岛 的 陆 地 面 积 有 多 大 ？,你知道帕甘岛的陆地面积有多少吗？,帕甘岛的陆地面积是多少？
"[['华娱卫视', '隶属公司', 'TOM集团、美国时代华纳']]",华 娱 卫 视 隶 属 于 哪 个 公 司 ？,华娱卫视属于哪个公司？,请问华娱卫视是哪个公司旗下的？
"[['婚神星', '逃逸速度', '0.18 km/s']]",请 问 婚 神 星 的 逃 逸 速 度 是 多 少 ？,你知道婚神星的逃逸速度是多少吗？,婚神星的逃逸速度是多少？
"[['丁灵中', '舅舅', '丁乘风']]",你 知 道 丁 灵 中 的 舅 舅 是 谁 吗 ？,丁灵中得舅舅是谁呀,丁灵中的舅舅是谁？
"[['剑神传说', '章节', '共一百六十一章']]",剑 神 传 说 有 哪 些 章 节 ？,剑神传说有多少章节？,请问剑神传说一共有多少章？
"[['伦敦桥（英国泰晤士河上的桥梁）', '建筑时间', '1176年至1209年']]",伦 敦 桥 是 什 么 时 候 修 建 的 ？,你知道伦敦桥是什么时候建的吗？,请问伦敦桥是哪一年开始修建的？
"[['七仙女（2007央视版《天仙配》中的人物）', '姐夫', '傅官保']]",你 知 道 七 仙 女 的 姐 夫 是 谁 吗 ？,七仙女的姐夫是谁呀,请问七仙女的姐夫是谁？
"[['付永刚（文山壮族苗族自治州林业局原局长）', '免职时间', '2019年1月24日']]",付 永 刚 是 什 么 时 候 免 职 的 ？,你知道什么时候付永刚被免职的吗,请问付永刚是哪一天被免职的？
"[['初登场（艾力扎提、李远演唱歌曲）', '制作统筹', '杨宇豪']]",你 知 道 初 登 场 是 谁 制 作 的 吗 ？,初登场由谁负责制作统筹？,初登场这首歌的制作人是谁？
"[['罗杰·培根', '师从', '罗伯特·格罗斯泰斯特']]",你 知 道 罗 杰 · 培 根 的 师 从 是 谁 吗 ？,罗杰·培根从师于谁？,请问罗杰·培根的师从是谁？
"[['3年B班金八老师第6季', 'IMDb链接', 'tt1010500']]",3 年 B 班 金 八 老 师 第 6 季 的 链 接 是 什 么 ？,请告诉我3年B班金八老师第6季的IMDb链接,请问 3 年 B 班 金 八 老 师 第 6 季 的 IMDb 链接是什么？
"[['11·23小笠原群岛地震', '震级', '6.2级']]",11 · 23 小 笠 原 群 岛 地 震 的 震 级 是 多 少 ？,谁知道11·23小笠原群岛地震是多少级？,请问11·23小笠原群岛地震的震级是多少？
"[['“五四”运动一百周年', '邮票类型', '纪念邮票']]",你 知 道 “ 五 四 ” 运 动 一 百 周 年 是 什 么 类 型 的 邮 票 吗 ？,“五四”运动一百周年是什么类型的邮票,请问‘五四’运动一百周年的邮票属于什么类型？
"[['万堺尊主', '出场章数', '12章']]",万 堺 尊 主 的 出 场 章 数 是 多 少 ？,万堺尊主是哪个章节出场的,请问万堺尊主在哪个章节首次登场？
"[['Gladius（罗马短剑）', '出现时期', '罗马帝国统治时期']]",GLadius 是 什 么 时 候 出 现 的 ？,你知道Gladius是什么时候出现的吗,请问Gladius是在什么时候出现的？
"[['FLOW乐队', '成员人数', '5人']]",你 知 道 FlOW 乐 队 有 多 少 成 员 吗 ？,FLOW乐队有多少人啊？,FlOW乐队有多少成员？
"[['台风圣帕（2007年第8号超强台风）', '死亡人数', '至少39人']]",台 风 圣 帕 的 死 亡 人 数 是 多 少 ？,台风圣帕有多少人遇难？,请问台风圣帕的死亡人数是多少？
"[['万科金域华府（厦门万科金域华府）', '交房时间', '2013-03-31']]",万 科 金 域 华 府 的 交 房 时 间 是 什 么 时 候 ？,万科金域华府的交房时间是什么时候,请问万科金域华府的交房时间是什么时候？
"[['A-20攻击机', '退役时间', '1949年（美国空军）']]",A - 20 攻 击 机 是 什 么 时 候 退 役 的 ？,A-20攻击机是什么时候退役的,请问A-20攻击机是哪一年退役的？
"[['中国人民大学广播台', '现任台长', '吕金蔚']]",中 国 人 民 大 学 广 播 台 现 在 的 台 长 叫 什 么 ？,你知道现在谁是中国人民大学广播台的台长,请问中国人民大学广播台的现任台长是谁？
"[['第六届全国残运会', '开幕时间', '2003年9月16日']]",第 六 届 全 国 残 运 会 是 什 么 时 候 开 幕 的 ？,第六届全国残运会什么时候开幕？,请问第六届全国残运会是在哪一天开幕的？
"[['中南大学中国文化产业品牌研究中心', '所属院校', '中南大学']]",中 南 大 学 中 国 文 化 产 业 品 牌 研 究 中 心 属 于 哪 个 院 校 ？,中南大学中国文化产业品牌研究中心属于哪个院校？,中南大学中国文化产业品牌研究中心是哪个学校的？
"[['69（情趣品牌）', '品牌口号', '换个姿势爱']]",请 问 69 的 品 牌 口 号 是 什 么 ？,69有什么品牌口号,请问69的品牌口号是什么？
"[['东昌湖', '水深', '2～3米']]",请 问 东 昌 湖 的 水 深 有 多 深 ？,请问东昌湖的水有多深？,东昌湖的水深是多少？
"[['梅东村（浙江省杭州市萧山区党湾镇梅东村）', '农户', '830户']]",请 问 梅 东 村 的 农 户 有 多 少 户 ？,请问梅东村总共有多少农户啊？,梅东村一共有多少户农户？
"[['2011年诺贝尔奖', '创办机构', '诺贝尔奖基金会']]",2011 年 诺 贝 尔 奖 是 哪 个 机 构 创 办 的 ？,2011年诺贝尔奖的创办机构是什么,请问2011年诺贝尔奖是由哪个机构创办的？
"[['一见不钟情（2014年柯翰辰导演电视剧）', '播出剧场', '金鹰独播剧场']]",一 见 不 钟 情 在 哪 个 剧 场 播 出 ？,一见不钟情在什么剧场播出的,请问一见不钟情是在哪个剧场播出的？
"[['丁策', '住处', '朝歌城外三十里处']]",请 问 丁 策 住 在 哪 里 ？,丁策的住处在那,丁策的住处在哪里？
"[['红坛寺森林公园', '经度', '东经116°41′46″—117°03′16″']]",红 坛 寺 森 林 公 园 的 经 度 是 多 少 ？,红坛寺森林公园的经度范围是什么？,请问红坛寺森林公园的经度是多少？
"[['SKA恩纳吉亚', '所属联赛', '俄罗斯足球甲级联赛']]",SKA 恩 纳 吉 亚 属 于 哪 个 联 赛 ？,你知道SKA恩纳吉亚属于哪个联赛吗,请问SKA恩纳吉亚属于哪个联赛？
"[['牧羊村（云南省嵩明县阿子营乡下辖村）', '林地面积', '24072亩']]",牧 羊 村 的 面 积 有 多 大 ？,你知道牧羊村有多少林地面积吗？,请问牧羊村的林地面积是多少？
"[['AA制生活', '上映平台', '湖南卫视金芒果独播剧场']]",AA 制 生 活 在 哪 个 平 台 上 映 ？,大家知道AA制生活在什么平台上映的吗,请问AA制生活在哪个平台上可以观看？
"[['肋软骨', '相关疾病', '肋软骨炎']]",请 问 与 肋 软 骨 相 关 的 疾 病 有 哪 些 ？,肋软骨有些什么相关疾病吗？,请问与肋软骨相关的疾病有哪些？
"[['蝶豆属', '引种状况', '非引种']]",蝶 豆 属 的 引 种 状 况 如 何 ？,你知道蝶豆属的引种状况吗？,蝶豆属是引进来的吗？
"[['严皓（玄幻小说《斗破苍穹》的角色）', '境界', '斗灵']]",严 皓 的 境 界 是 什 么 ？,严皓属于什么境界的,请问严皓的境界是什么？
"[['阿Q与孔乙己', '作家', '作家陈涌泉']]",阿 Q 与 孔 乙 己 是 谁 写 的 ？,请问阿Q与孔乙己的作者是谁？,请问《阿Q与孔乙己》的作者是谁？
"[['鹰击81', '射程', '8至50公里']]",鹰 击 81 的 射 程 是 多 少 ？,鹰击81有多少射程？,鹰击81的射程是多少？
"[['三泽市', '港口', '三泽渔港']]",三 泽 市 的 港 口 叫 什 么 名 字 ？,你知道三泽市拥有什么港口吗,请问三泽市的港口叫什么名字？
"[['一品红（中药）', '采集时间', '全年']]",一 品 红 是 什 么 时 候 采 集 的 ？,一品红是什么时候采集的,请问一品红是全年都可以采集的吗？
"[['Babes In Toyland', '吉他手', '凯特·布杰兰德']]",Babes In Toyland 的 吉 他 手 是 谁 ？,在Babes In Toyland中，谁担任吉他手啊,请问Babes In Toyland的吉他手是谁？
"[['第12届威尼斯国际电影节', '最佳男主角', '皮埃尔·费斯《文森特先生》']]",第 12 届 威 尼 斯 国 际 电 影 节 的 最 佳 男 主 角 是 谁 ？,你知道第12届威尼斯国际电影节是什么获得的最佳男主角？,请问第12届威尼斯国际电影节的最佳男主角是谁？
"[['中国500最具价值品牌', '首发时间', '2004年']]",中 国 500 最 具 价 值 品 牌 的 首 发 时 间 是 什 么 时 候 ？,请问中国500最具价值品牌的首次发行时间是哪天？,请问中国500最具价值品牌是在哪一年首次发布的？
"[['MURDER PRINCESS（BEE TRAIN改编的OVA作品）', '发售日期', '2007年3月28日—8月29日（DVD）']]",MURDER PRINCESS 是 什 么 时 候 发 售 的 ？,MURDER PRINCESS是什么时候发售的？,请问MURDER PRINCESS是在什么时候发售的呢？
"[['云天（资深电视节目制片人、撰稿人、资深记者）', '学历/学位', '硕士']]",云 天 的 学 历 是 什 么 ？,云天的学历是什么,请问云天的学历是什么？
"[['中山八路', '粤语拼音', 'Zungsaan 8 Lou']]",中 山 八 路 用 中 文 拼 音 怎 么 拼 ？,在粤语中，中山八路要怎么拼啊,请问中山八路的粤语拼音怎么拼？
"[['九子鬼母（佛经里记载的九子鬼母）', '得名原因', '每日产九鬼']]",九 子 鬼 母 的 得 名 原 因 是 什 么 ？,请问九子鬼母因何得名？,九子鬼母在佛经中得名的原因是什么？
"[['抗抑郁药', '治疗', '情绪抑郁为突出症状的精神疾病']]",请 问 抗 抑 郁 药 的 治 疗 方 法 是 什 么 ？,抗抑郁药可以治疗什么？,请问抗抑郁药是用来治疗什么疾病的？
"[['康馨雅苑', '均价', '2500元/平方米']]",你 知 道 康 馨 雅 苑 的 均 价 是 多 少 吗 ？,康馨雅苑多少钱一平方米？,康馨雅苑的均价是多少？
"[['三穗县', '县长', '杨波']]",三 穗 县 的 县 长 叫 什 么 名 字 ？,三穗县的县长是谁,你知道三穗县的县长是谁吗？
"[['间时守', '子', '宙心丸']]",间 时 守 的 子 是 什 么 ？,间时守的儿子有哪些？,请问间时守的子是谁？
"[['天长军', '词意', '南宋行政区划名']]",天 长 军 的 词 意 是 什 么 ？,天长军的意思是什么啊？,请问天长军这个词汇代表什么意思？
